,id,player,year,stint,team,lg,g,ab,r,h,X2b,X3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
8914,42220,ramospe01,1962,1,CLE,AL,39,68,6,10,3,0,3,8.0,0.0,0.0,1,29.0,0.0,1.0,2.0,0.0,2.0
8915,42222,reganph01,1962,1,DET,AL,35,63,4,13,2,0,0,6.0,0.0,0.0,2,22.0,0.0,0.0,4.0,0.0,0.0
8916,42228,roberro01,1962,1,BAL,AL,27,52,3,10,1,0,0,2.0,0.0,0.0,5,13.0,0.0,1.0,7.0,1.0,1.0
8917,42229,robinbr01,1962,1,BAL,AL,162,634,77,192,29,9,23,86.0,3.0,1.0,42,70.0,3.0,1.0,10.0,10.0,18.0
8918,42250,seguidi01,1962,1,KC1,AL,37,34,3,8,1,0,1,2.0,0.0,0.0,1,15.0,0.0,0.0,1.0,0.0,0.0
8919,42257,skowrbi01,1962,1,NYA,AL,140,478,63,129,16,6,23,80.0,0.0,1.0,36,99.0,4.0,5.0,1.0,4.0,13.0
8920,42282,terryra01,1962,1,NYA,AL,43,106,6,20,0,0,0,7.0,0.0,0.0,2,27.0,0.0,2.0,11.0,0.0,1.0
8921,42283,thomage01,1962,1,LAA,AL,56,181,13,43,10,2,4,12.0,0.0,0.0,21,37.0,0.0,1.0,0.0,0.0,3.0
8922,42302,wertzvi01,1962,1,DET,AL,74,105,7,34,2,0,5,18.0,0.0,0.0,5,13.0,0.0,1.0,0.0,1.0,1.0
8923,42304,wilheho01,1962,1,BAL,AL,52,16,1,2,0,0,0,0.0,0.0,0.0,1,10.0,0.0,0.0,0.0,0.0,0.0
8924,42305,willidi02,1962,1,BAL,AL,82,178,20,44,7,1,1,18.0,0.0,0.0,14,26.0,0.0,1.0,2.0,2.0,8.0
8925,42314,woodlge01,1962,1,WS2,AL,44,107,19,30,4,0,5,16.0,1.0,0.0,24,5.0,4.0,2.0,1.0,0.0,1.0
8926,42315,woodwi01,1962,1,BOS,AL,1,3,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
8927,42317,wynnea01,1962,1,CHA,AL,27,54,5,7,1,0,0,2.0,0.0,0.0,7,17.0,0.0,0.0,2.0,0.0,0.0
8928,42318,yastrca01,1962,1,BOS,AL,160,646,99,191,43,6,19,94.0,7.0,4.0,66,82.0,7.0,3.0,2.0,2.0,27.0
8929,42319,yosted01,1962,1,LAA,AL,52,104,22,25,9,1,0,10.0,0.0,2.0,30,21.0,0.0,1.0,0.0,1.0,3.0
8930,42323,aaronha01,1962,1,ML1,NL,156,592,127,191,28,6,45,128.0,15.0,7.0,66,73.0,14.0,3.0,0.0,6.0,14.0
8931,42325,adcocjo01,1962,1,ML1,NL,121,391,48,97,12,1,29,78.0,2.0,0.0,50,91.0,8.0,1.0,2.0,3.0,18.0
8932,42326,aloufe01,1962,1,SFN,NL,154,561,96,177,30,3,25,98.0,10.0,7.0,33,66.0,2.0,5.0,2.0,5.0,4.0
8933,42327,alouma01,1962,1,SFN,NL,78,195,28,57,8,1,3,14.0,3.0,1.0,14,17.0,0.0,3.0,1.0,0.0,3.0
8934,42336,ashburi01,1962,1,NYN,NL,135,389,60,119,7,3,7,28.0,12.0,7.0,81,39.0,2.0,0.0,1.0,2.0,4.0
8935,42339,bailebo01,1962,1,PIT,NL,14,42,6,7,2,1,0,6.0,1.0,1.0,6,10.0,0.0,0.0,2.0,0.0,0.0
8936,42340,baileed01,1962,1,SFN,NL,96,254,32,59,9,1,17,45.0,1.0,1.0,42,42.0,5.0,6.0,0.0,3.0,6.0
8937,42343,bankser01,1962,1,CHN,NL,154,610,87,164,20,6,37,104.0,5.0,1.0,30,71.0,3.0,7.0,0.0,10.0,19.0
8938,42347,bellgu01,1962,1,NYN,NL,30,101,8,15,2,0,1,6.0,0.0,1.0,10,7.0,0.0,0.0,2.0,2.0,2.0
8939,42348,bellgu01,1962,2,ML1,NL,79,214,28,61,11,3,5,24.0,0.0,0.0,12,17.0,2.0,0.0,1.0,1.0,3.0
8940,42352,blasido01,1962,1,CIN,NL,141,494,77,139,9,7,2,35.0,4.0,3.0,63,44.0,2.0,2.0,9.0,2.0,4.0
8941,42359,boyerke01,1962,1,SLN,NL,160,611,92,178,27,5,24,98.0,12.0,7.0,75,104.0,7.0,1.0,2.0,2.0,15.0
8942,42361,breweji01,1962,1,CHN,NL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8943,42362,brocklo01,1962,1,CHN,NL,123,434,73,114,24,7,9,35.0,16.0,7.0,35,96.0,4.0,3.0,0.0,5.0,5.0
8944,42368,brunege01,1962,1,HOU,NL,17,17,2,1,0,0,0,0.0,0.0,0.0,1,9.0,0.0,0.0,1.0,0.0,0.0
8945,42370,buhlbo01,1962,1,ML1,NL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
8946,42371,buhlbo01,1962,2,CHN,NL,34,69,2,0,0,0,0,1.0,1.0,1.0,6,35.0,0.0,1.0,7.0,1.0,0.0
8947,42374,burdele01,1962,1,ML1,NL,39,51,6,9,0,0,0,1.0,0.0,0.0,1,17.0,0.0,1.0,2.0,0.0,1.0
8948,42375,burgesm01,1962,1,PIT,NL,103,360,38,118,19,2,13,61.0,0.0,1.0,31,19.0,9.0,0.0,2.0,6.0,6.0
8949,42377,busbyji01,1962,1,HOU,NL,15,11,2,2,0,0,0,1.0,0.0,1.0,2,3.0,0.0,0.0,0.0,0.0,0.0
8950,42380,callijo01,1962,1,PHI,NL,157,603,107,181,26,10,23,83.0,10.0,3.0,54,96.0,1.0,6.0,8.0,1.0,8.0
8951,42384,cardele01,1962,1,CIN,NL,153,589,77,173,31,4,10,60.0,2.0,5.0,39,99.0,4.0,5.0,10.0,4.0,17.0
8952,42385,cardwdo01,1962,1,CHN,NL,41,61,2,9,0,1,0,3.0,0.0,0.0,4,27.0,0.0,0.0,4.0,0.0,2.0
8953,42387,cepedor01,1962,1,SFN,NL,162,625,105,191,26,1,35,114.0,10.0,4.0,37,97.0,8.0,6.0,1.0,7.0,16.0
8954,42388,cervbo01,1962,2,HOU,NL,19,31,2,7,0,0,2,3.0,0.0,0.0,2,10.0,0.0,0.0,0.0,0.0,2.0
8955,42395,clemero01,1962,1,PIT,NL,144,538,95,168,28,9,10,74.0,6.0,4.0,35,73.0,9.0,1.0,1.0,6.0,18.0
8956,42405,covinwe01,1962,1,PHI,NL,116,304,36,86,12,1,9,44.0,0.0,0.0,19,44.0,1.0,2.0,1.0,5.0,9.0
8957,42407,crandde01,1962,1,ML1,NL,107,350,35,104,12,3,8,45.0,3.0,4.0,27,24.0,2.0,2.0,6.0,3.0,16.0
8958,42415,davisto02,1962,1,LAN,NL,163,665,120,230,27,9,27,153.0,18.0,6.0,33,65.0,6.0,2.0,3.0,8.0,17.0
8959,42416,daviswi02,1962,1,LAN,NL,157,600,103,171,18,10,21,85.0,32.0,7.0,42,72.0,10.0,6.0,10.0,8.0,14.0
8960,42419,drabomo01,1962,1,CIN,NL,23,17,0,0,0,0,0,0.0,0.0,0.0,1,14.0,0.0,0.0,1.0,0.0,0.0
8961,42428,ellswdi01,1962,1,CHN,NL,37,62,5,7,1,0,0,2.0,0.0,0.0,14,28.0,0.0,0.0,2.0,0.0,0.0
8962,42430,facero01,1962,1,PIT,NL,63,12,1,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
8963,42431,fairlro01,1962,1,LAN,NL,147,460,80,128,15,7,14,71.0,1.0,1.0,75,59.0,6.0,3.0,11.0,6.0,10.0
8964,42432,farretu01,1962,1,HOU,NL,43,78,3,14,1,0,2,3.0,0.0,0.0,0,28.0,0.0,1.0,3.0,0.0,1.0
8965,42437,floodcu01,1962,1,SLN,NL,151,635,99,188,30,5,12,70.0,8.0,6.0,42,57.0,0.0,10.0,8.0,6.0,11.0
8966,42438,foileha01,1962,1,CIN,NL,43,131,17,36,6,1,7,25.0,0.0,0.0,13,39.0,3.0,0.0,1.0,0.0,2.0
8967,42441,freesge02,1962,1,CIN,NL,18,42,2,6,1,0,0,1.0,0.0,0.0,6,8.0,2.0,0.0,0.0,0.0,2.0
8968,42442,frienbo01,1962,1,PIT,NL,39,91,3,11,2,0,0,5.0,0.0,0.0,0,31.0,0.0,0.0,8.0,0.0,1.0
8969,42448,gibbojo01,1962,1,PIT,NL,19,17,0,3,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0
8970,42449,gibsobo01,1962,1,SLN,NL,42,76,11,20,0,0,2,5.0,0.0,0.0,4,28.0,0.0,3.0,6.0,1.0,1.0
8971,42451,ginsbjo01,1962,1,NYN,NL,2,5,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
8972,42452,giustda01,1962,1,HOU,NL,26,24,3,7,1,0,0,1.0,0.0,0.0,2,7.0,0.0,0.0,1.0,0.0,1.0
8973,42455,gonzato01,1962,1,PHI,NL,118,437,76,132,16,4,20,63.0,17.0,8.0,40,82.0,5.0,9.0,2.0,2.0,8.0
8974,42456,goodmbi01,1962,1,HOU,NL,82,161,12,41,4,1,0,10.0,0.0,0.0,12,11.0,2.0,0.0,1.0,0.0,6.0
8975,42462,groatdi01,1962,1,PIT,NL,161,678,76,199,34,3,2,61.0,2.0,1.0,31,61.0,1.0,3.0,5.0,6.0,14.0
8976,42463,haddiha01,1962,1,PIT,NL,28,52,9,13,3,1,1,5.0,0.0,0.0,1,11.0,0.0,0.0,0.0,1.0,1.0
8977,42467,harpeto01,1962,1,CIN,NL,6,23,1,4,0,0,0,1.0,1.0,0.0,2,6.0,0.0,0.0,0.0,0.0,1.0
8978,42471,henrybi01,1962,1,CIN,NL,40,3,0,1,0,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
8979,42480,hodgegi01,1962,1,NYN,NL,54,127,15,32,1,0,9,17.0,0.0,0.0,15,27.0,1.0,0.0,0.0,0.0,4.0
8980,42482,howarfr01,1962,1,LAN,NL,141,493,80,146,25,6,31,119.0,1.0,0.0,39,108.0,10.0,1.0,1.0,4.0,18.0
8981,42487,jacksla01,1962,1,SLN,NL,36,89,10,15,3,1,0,4.0,0.0,0.0,7,20.0,0.0,2.0,5.0,0.0,0.0
8982,42492,johnske02,1962,1,HOU,NL,33,52,1,4,1,0,0,3.0,0.0,0.0,1,24.0,0.0,0.0,9.0,0.0,2.0
8983,42503,klippjo01,1962,1,CIN,NL,40,24,2,3,0,0,1,1.0,0.0,0.0,2,14.0,0.0,0.0,1.0,0.0,0.0
8984,42507,kraneed01,1962,1,NYN,NL,3,6,0,1,1,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
8985,42509,kuennha01,1962,1,SFN,NL,130,487,73,148,23,5,10,68.0,3.0,6.0,49,37.0,3.0,1.0,6.0,5.0,9.0
8986,42510,labincl01,1962,1,NYN,NL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8987,42514,landrho01,1962,1,NYN,NL,23,45,6,13,3,0,1,7.0,0.0,0.0,8,3.0,0.0,0.0,0.0,1.0,0.0
8988,42516,larsedo01,1962,1,SFN,NL,52,25,3,5,0,1,0,1.0,0.0,0.0,0,7.0,0.0,0.0,1.0,0.0,0.0
8989,42518,lawve01,1962,1,PIT,NL,23,45,6,14,4,1,0,5.0,0.0,0.0,1,7.0,0.0,0.0,7.0,2.0,0.0
8990,42532,maricju01,1962,1,SFN,NL,38,89,13,21,1,0,0,10.0,0.0,0.0,4,19.0,0.0,0.0,7.0,1.0,1.0
8991,42535,matheed01,1962,1,ML1,NL,152,536,106,142,25,6,29,90.0,4.0,2.0,101,90.0,7.0,2.0,0.0,4.0,11.0
8992,42537,maxvida01,1962,1,SLN,NL,79,189,20,42,3,1,1,18.0,1.0,2.0,17,39.0,2.0,1.0,4.0,2.0,2.0
8993,42538,mayele01,1962,1,ML1,NL,99,349,40,85,10,0,10,41.0,9.0,3.0,25,58.0,2.0,1.0,0.0,3.0,2.0
8994,42539,mayswi01,1962,1,SFN,NL,162,621,130,189,36,5,49,141.0,18.0,2.0,78,85.0,11.0,4.0,0.0,3.0,19.0
8995,42540,mazerbi01,1962,1,PIT,NL,159,572,55,155,24,9,14,81.0,0.0,3.0,37,47.0,16.0,2.0,2.0,4.0,15.0
8996,42543,mccormi03,1962,1,SFN,NL,29,28,3,3,0,0,1,1.0,0.0,0.0,2,11.0,0.0,0.0,0.0,0.0,0.0
8997,42544,mccovwi01,1962,1,SFN,NL,91,229,41,67,6,1,20,54.0,3.0,3.0,29,35.0,1.0,0.0,0.0,3.0,6.0
8998,42545,mcdanli01,1962,1,SLN,NL,55,21,1,2,0,0,0,1.0,0.0,0.0,1,11.0,0.0,1.0,1.0,0.0,0.0
8999,42548,mclisca01,1962,1,PHI,NL,32,51,2,4,1,0,0,0.0,0.0,0.0,5,24.0,0.0,0.0,1.0,0.0,2.0
9000,42549,mcmahdo02,1962,1,ML1,NL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
9001,42550,mcmahdo02,1962,2,HOU,NL,51,12,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,1.0
9002,42551,mcmilro01,1962,1,ML1,NL,137,468,66,115,13,0,12,41.0,2.0,2.0,60,53.0,0.0,5.0,9.0,2.0,14.0
9003,42552,mcmulke01,1962,1,LAN,NL,6,11,0,3,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
9004,42557,millebo04,1962,1,NYN,NL,40,41,2,5,0,1,0,0.0,0.0,0.0,1,17.0,0.0,0.0,2.0,0.0,0.0
9005,42558,millest01,1962,1,SFN,NL,60,16,2,2,0,0,0,1.0,0.0,0.0,1,3.0,0.0,0.0,1.0,0.0,0.0
9006,42559,minosmi01,1962,1,SLN,NL,39,97,14,19,5,0,1,10.0,4.0,0.0,7,17.0,0.0,3.0,1.0,0.0,1.0
9007,42567,motama01,1962,1,SFN,NL,47,74,9,13,1,0,0,9.0,3.0,2.0,7,8.0,0.0,1.0,1.0,1.0,3.0
9008,42569,musiast01,1962,1,SLN,NL,135,433,57,143,18,1,19,82.0,3.0,0.0,64,46.0,4.0,3.0,0.0,5.0,13.0
9009,42572,niemabo01,1962,2,SFN,NL,30,30,1,9,2,0,1,3.0,0.0,0.0,1,9.0,0.0,0.0,0.0,0.0,0.0
9010,42575,nuxhajo01,1962,2,CIN,NL,12,26,3,7,1,0,1,5.0,0.0,0.0,0,3.0,0.0,1.0,3.0,0.0,0.0
9011,42585,paganjo01,1962,1,SFN,NL,164,580,73,150,25,6,7,57.0,13.0,9.0,47,77.0,4.0,1.0,10.0,6.0,15.0
9012,42588,perraro01,1962,1,LAN,NL,70,14,0,1,0,0,0,0.0,0.0,0.0,1,8.0,0.0,0.0,1.0,0.0,0.0
9013,42589,perryga01,1962,1,SFN,NL,13,13,0,3,0,0,0,1.0,0.0,0.0,0,4.0,0.0,0.0,2.0,0.0,0.0
9014,42593,piercbi02,1962,1,SFN,NL,30,56,3,12,0,0,0,5.0,0.0,0.0,3,12.0,0.0,0.0,7.0,0.0,1.0
9015,42596,pinsova01,1962,1,CIN,NL,155,619,107,181,31,7,23,100.0,26.0,8.0,45,68.0,7.0,4.0,0.0,7.0,12.0
9016,42598,podrejo01,1962,1,LAN,NL,40,88,6,14,2,0,1,5.0,0.0,0.0,2,8.0,0.0,1.0,5.0,0.0,1.0
9017,42599,postwa01,1962,1,CIN,NL,109,285,43,75,10,3,17,62.0,1.0,0.0,32,67.0,2.0,2.0,1.0,1.0,8.0
9018,42605,richepe01,1962,1,LAN,NL,19,25,0,2,0,0,0,0.0,0.0,0.0,1,9.0,0.0,0.0,1.0,0.0,0.0
9019,42609,robinfr02,1962,1,CIN,NL,162,609,134,208,51,2,39,136.0,18.0,9.0,76,62.0,16.0,11.0,0.0,5.0,13.0
9020,42612,rojasco01,1962,1,CIN,NL,39,86,9,19,2,0,0,6.0,1.0,1.0,9,4.0,1.0,1.0,1.0,0.0,3.0
9021,42614,sadecra01,1962,1,SLN,NL,24,37,4,3,0,0,1,1.0,0.0,0.0,0,6.0,0.0,0.0,2.0,0.0,0.0
9022,42617,santoro01,1962,1,CHN,NL,162,604,44,137,20,4,17,83.0,4.0,1.0,65,94.0,5.0,2.0,3.0,5.0,17.0
9023,42621,schoere01,1962,1,SLN,NL,98,143,21,43,4,0,2,12.0,0.0,0.0,9,12.0,2.0,1.0,0.0,0.0,6.0
9024,42622,schofdi01,1962,1,PIT,NL,54,104,19,30,3,0,2,10.0,0.0,1.0,17,22.0,0.0,0.0,0.0,2.0,0.0
9025,42625,shantbo01,1962,1,HOU,NL,7,8,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
9026,42626,shantbo01,1962,2,SLN,NL,28,13,0,2,0,0,0,2.0,0.0,0.0,0,7.0,0.0,0.0,0.0,1.0,0.0
9027,42627,shawbo01,1962,1,ML1,NL,38,73,2,10,0,0,0,2.0,1.0,0.0,8,27.0,0.0,1.0,1.0,0.0,2.0
9028,42630,shortch02,1962,1,PHI,NL,48,36,2,8,2,0,0,2.0,0.0,0.0,0,3.0,0.0,0.0,4.0,1.0,0.0
9029,42631,sievero01,1962,1,PHI,NL,144,477,61,125,19,5,21,80.0,2.0,1.0,56,80.0,3.0,7.0,0.0,3.0,8.0
9030,42632,simmocu01,1962,1,SLN,NL,31,50,4,8,1,0,0,4.0,0.0,0.0,5,11.0,0.0,0.0,2.0,1.0,0.0
9031,42642,snidedu01,1962,1,LAN,NL,80,158,28,44,11,3,5,30.0,2.0,0.0,36,32.0,6.0,2.0,0.0,0.0,5.0
9032,42643,spahnwa01,1962,1,ML1,NL,36,98,3,18,3,0,2,9.0,0.0,0.0,5,30.0,0.0,0.0,3.0,0.0,1.0
9033,42646,stargwi01,1962,1,PIT,NL,10,31,1,9,3,1,0,4.0,0.0,1.0,3,10.0,1.0,0.0,0.0,0.0,0.0
9034,42650,sturdto01,1962,1,PIT,NL,49,33,2,6,1,0,0,3.0,0.0,0.0,0,3.0,0.0,0.0,4.0,1.0,0.0
9035,42657,tayloto02,1962,1,PHI,NL,152,625,87,162,21,5,7,43.0,20.0,9.0,68,82.0,4.0,5.0,3.0,1.0,9.0
9036,42660,thomafr03,1962,1,NYN,NL,156,571,69,152,23,3,34,94.0,2.0,1.0,48,95.0,4.0,8.0,0.0,6.0,15.0
9037,42664,torrejo01,1962,1,ML1,NL,80,220,23,62,8,1,5,26.0,1.0,0.0,24,24.0,2.0,2.0,0.0,2.0,6.0
9038,42686,willibi01,1962,1,CHN,NL,159,618,94,184,22,8,22,91.0,9.0,9.0,70,72.0,3.0,4.0,0.0,7.0,11.0
9039,42688,willist02,1962,1,LAN,NL,40,66,4,5,0,0,2,3.0,0.0,0.0,2,33.0,0.0,0.0,1.0,0.0,1.0
9040,42689,willsma01,1962,1,LAN,NL,165,695,130,208,13,10,6,48.0,104.0,13.0,51,57.0,1.0,2.0,7.0,4.0,7.0
9041,42694,woodlge01,1962,2,NYN,NL,81,190,18,52,8,1,5,24.0,0.0,0.0,24,22.0,3.0,1.0,0.0,3.0,5.0
9042,42697,abernte02,1963,1,CLE,AL,43,5,1,2,1,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0
9043,42699,adairje01,1963,1,BAL,AL,109,382,34,87,21,3,6,30.0,3.0,3.0,9,51.0,2.0,2.0,3.0,5.0,17.0
9044,42700,adcocjo01,1963,1,CLE,AL,97,283,28,71,7,1,13,49.0,1.0,2.0,30,53.0,4.0,0.0,1.0,3.0,7.0
9045,42702,aguirha01,1963,1,DET,AL,38,76,5,10,3,0,0,6.0,1.0,0.0,3,48.0,0.0,0.0,2.0,0.0,0.0
9046,42709,aparilu01,1963,1,BAL,AL,146,601,73,150,18,8,5,45.0,40.0,6.0,36,35.0,2.0,2.0,6.0,6.0,10.0
9047,42712,azcuejo01,1963,1,KC1,AL,2,4,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
9048,42713,azcuejo01,1963,2,CLE,AL,94,320,26,91,16,0,14,46.0,1.0,1.0,15,46.0,1.0,0.0,1.0,3.0,13.0
9049,42716,barbest01,1963,1,BAL,AL,39,87,3,12,2,0,1,4.0,0.0,0.0,4,38.0,0.0,0.0,5.0,0.0,0.0
9050,42723,berrayo01,1963,1,NYA,AL,64,147,20,43,6,0,8,28.0,1.0,0.0,15,17.0,2.0,1.0,0.0,1.0,4.0
9051,42726,blasido01,1963,2,WS2,AL,69,254,29,65,10,2,2,12.0,3.0,2.0,24,18.0,1.0,0.0,0.0,0.0,1.0
9052,42731,boyercl02,1963,1,NYA,AL,152,557,59,140,20,3,12,54.0,4.0,2.0,33,91.0,11.0,2.0,2.0,2.0,5.0
9053,42737,brinked01,1963,1,WS2,AL,145,514,44,117,20,3,7,45.0,5.0,3.0,31,86.0,4.0,4.0,4.0,2.0,6.0
9054,42744,brunege01,1963,2,BAL,AL,16,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
9055,42749,bunniji01,1963,1,DET,AL,41,84,4,13,1,1,0,5.0,0.0,0.0,4,15.0,0.0,0.0,6.0,0.0,4.0
9056,42755,cashno01,1963,1,DET,AL,147,493,67,133,19,1,26,79.0,2.0,3.0,89,76.0,8.0,6.0,2.0,3.0,9.0
9057,42764,colavro01,1963,1,DET,AL,160,597,91,162,29,2,22,91.0,0.0,0.0,84,78.0,9.0,1.0,2.0,8.0,18.0
9058,42772,davalvi01,1963,1,CLE,AL,90,370,44,108,18,5,7,36.0,3.0,3.0,16,41.0,0.0,1.0,5.0,2.0,4.0
9059,42779,donovdi01,1963,1,CLE,AL,31,69,4,9,1,0,1,2.0,0.0,0.0,2,31.0,0.0,0.0,3.0,0.0,3.0
9060,42781,downial01,1963,1,NYA,AL,24,58,4,6,2,0,0,2.0,0.0,0.0,3,31.0,0.0,0.0,3.0,0.0,0.0
9061,42782,drabomo01,1963,1,KC1,AL,26,62,4,10,3,0,2,8.0,0.0,0.0,0,21.0,0.0,0.0,3.0,0.0,1.0
9062,42797,fisheed02,1963,1,CHA,AL,33,36,2,5,0,0,0,0.0,0.0,0.0,2,15.0,0.0,0.0,1.0,0.0,2.0
9063,42798,foileha01,1963,2,LAA,AL,41,84,8,18,1,1,4,10.0,0.0,0.0,8,13.0,1.0,1.0,1.0,0.0,3.0
9064,42799,fordwh01,1963,1,NYA,AL,38,92,5,13,2,0,1,4.0,2.0,2.0,6,22.0,0.0,0.0,5.0,0.0,2.0
9065,42800,fornimi01,1963,1,BOS,AL,9,3,0,1,1,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
9066,42801,fornimi01,1963,2,MIN,AL,11,6,1,1,0,1,0,1.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
9067,42804,foxne01,1963,1,CHA,AL,137,539,54,140,19,0,2,42.0,0.0,2.0,24,17.0,1.0,7.0,10.0,2.0,10.0
9068,42808,francti01,1963,1,CLE,AL,142,500,57,114,29,0,10,41.0,9.0,1.0,47,77.0,7.0,2.0,2.0,2.0,10.0
9069,42809,freehbi01,1963,1,DET,AL,100,300,37,73,12,2,9,36.0,2.0,0.0,39,56.0,4.0,2.0,1.0,3.0,8.0
9070,42810,fregoji01,1963,1,LAA,AL,154,592,83,170,29,12,9,50.0,2.0,2.0,36,104.0,3.0,0.0,9.0,5.0,10.0
9071,42822,grantmu01,1963,1,CLE,AL,53,69,11,13,3,0,1,3.0,1.0,0.0,5,24.0,0.0,0.0,7.0,0.0,0.0
9072,42826,greenle01,1963,1,MIN,AL,145,280,41,67,10,1,4,27.0,11.0,5.0,31,21.0,1.0,2.0,2.0,4.0,1.0
9073,42827,halldi01,1963,1,BAL,AL,48,28,7,13,1,0,1,4.0,0.0,0.0,0,8.0,0.0,0.0,2.0,0.0,0.0
9074,42833,hansero02,1963,1,CHA,AL,144,482,55,109,17,2,13,67.0,1.0,1.0,78,74.0,2.0,0.0,5.0,6.0,19.0
9075,42836,heldwo01,1963,1,CLE,AL,133,416,61,103,19,4,17,61.0,2.0,2.0,61,96.0,10.0,8.0,4.0,4.0,9.0
9076,42837,herbera01,1963,1,CHA,AL,33,63,7,14,4,0,1,10.0,0.0,0.0,9,18.0,0.0,0.0,10.0,1.0,1.0
9077,42843,hortowi01,1963,1,DET,AL,15,43,6,14,2,1,1,4.0,2.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0
9078,42845,howarel01,1963,1,NYA,AL,135,487,75,140,21,6,28,85.0,0.0,0.0,35,68.0,4.0,6.0,1.0,2.0,17.0
9079,42853,johnto01,1963,1,CLE,AL,6,6,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0
9080,42856,kaatji01,1963,1,MIN,AL,36,61,2,8,1,0,1,8.0,0.0,0.0,2,19.0,0.0,2.0,1.0,0.0,1.0
9081,42857,kalinal01,1963,1,DET,AL,145,551,89,172,24,3,27,101.0,6.0,4.0,54,48.0,12.0,4.0,3.0,4.0,12.0
9082,42859,killeha01,1963,1,MIN,AL,142,515,88,133,18,0,45,96.0,0.0,0.0,72,105.0,4.0,3.0,0.0,6.0,16.0
9083,42863,kirkped01,1963,1,LAA,AL,34,77,4,15,5,0,2,7.0,1.0,0.0,6,19.0,0.0,1.0,0.0,1.0,1.0
9084,42865,klinero01,1963,1,WS2,AL,62,11,0,1,0,1,0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,1.0
9085,42879,landrho01,1963,1,BAL,AL,2,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
9086,42880,landrho01,1963,2,WS2,AL,42,103,6,18,3,0,1,7.0,0.0,0.0,15,12.0,1.0,0.0,1.0,0.0,3.0
9087,42882,laryfr01,1963,1,DET,AL,16,35,2,8,0,1,0,6.0,0.0,0.0,1,10.0,0.0,0.0,2.0,0.0,1.0
9088,42885,lauch01,1963,1,BAL,AL,29,48,4,9,2,0,0,6.0,0.0,0.0,1,5.0,0.0,0.0,1.0,0.0,2.0
9089,42886,lauch01,1963,2,KC1,AL,62,187,15,55,11,0,3,26.0,1.0,0.0,14,17.0,3.0,0.0,4.0,2.0,7.0
9090,42896,lolicmi01,1963,1,DET,AL,33,36,3,2,0,0,0,1.0,0.0,0.0,9,20.0,0.0,0.0,2.0,0.0,0.0
9091,42897,lollash01,1963,1,CHA,AL,35,73,4,17,4,0,0,6.0,0.0,0.0,8,7.0,0.0,1.0,1.0,0.0,2.0
9092,42905,mantlmi01,1963,1,NYA,AL,65,172,40,54,8,0,15,35.0,2.0,1.0,40,32.0,4.0,0.0,0.0,1.0,5.0
9093,42910,maxwech01,1963,1,CHA,AL,71,130,17,30,4,2,3,17.0,0.0,0.0,31,27.0,2.0,0.0,0.0,4.0,3.0
9094,42911,mcauldi01,1963,1,DET,AL,150,568,77,149,18,6,13,61.0,11.0,5.0,64,75.0,1.0,0.0,7.0,5.0,12.0
9095,42914,mccormi03,1963,1,BAL,AL,25,46,5,8,0,0,1,1.0,0.0,1.0,2,16.0,0.0,0.0,3.0,0.0,0.0
9096,42916,mcdowsa01,1963,1,CLE,AL,15,19,1,4,0,0,0,0.0,0.0,0.0,1,9.0,0.0,0.0,4.0,0.0,1.0
9097,42922,millest01,1963,1,BAL,AL,71,16,1,5,1,1,0,3.0,0.0,0.0,0,5.0,0.0,0.0,2.0,0.0,0.0
